id,category,pegi,commentCount,commentScore,appSizeMB,downloads,ranking,FirstRGB,FirstHEX,FirstHSL,SecondRGB,SecondHEX,SecondHSL
324,Educational,3,34799,3.8,30.0,5000000,88,"(234, 177, 102)",#eab166,"(34, 76%, 66%)","(41, 174, 164)",#29aea4,"(175, 62%, 42%)"
325,Educational,3,34799,3.8,30.0,5000000,88,"(195, 209, 178)",#c3d1b2,"(87, 25%, 76%)","(33, 188, 189)",#21bcbd,"(180, 70%, 44%)"
326,Educational,3,554,4.2,58.0,10000,89,"(213, 198, 149)",#d5c695,"(45, 43%, 71%)","(38, 115, 124)",#26737c,"(186, 53%, 32%)"
327,Educational,3,554,4.2,58.0,10000,89,"(199, 199, 147)",#c7c793,"(240, 32%, 68%)","(32, 128, 127)",#20807f,"(179, 60%, 31%)"
328,Educational,3,167059,4.0,43.0,10000000,90,"(144, 142, 140)",#908e8c,"(30, 2%, 56%)","(38, 66, 88)",#264258,"(206, 40%, 25%)"
329,Educational,3,167059,4.0,43.0,10000000,90,"(204, 183, 165)",#ccb7a5,"(27, 28%, 72%)","(40, 79, 105)",#284f69,"(204, 45%, 28%)"
330,Educational,3,72,4.4,59.0,1000,93,"(95, 181, 195)",#5fb5c3,"(188, 45%, 56%)","(225, 209, 177)",#e1d1b1,"(39, 44%, 79%)"
331,Educational,3,72,4.4,59.0,1000,93,"(182, 199, 194)",#b6c7c2,"(162, 13%, 75%)","(43, 68, 110)",#2b446e,"(217, 44%, 30%)"
332,Educational,3,3697,4.2,94.0,1000000,94,"(213, 70, 162)",#d546a2,"(321, 63%, 55%)","(25, 179, 174)",#19b3ae,"(178, 75%, 40%)"
333,Educational,3,3697,4.2,94.0,1000000,94,"(230, 216, 183)",#e6d8b7,"(42, 48%, 81%)","(10, 172, 29)",#0aac1d,"(127, 89%, 36%)"
334,Educational,3,3072,2.5,147.0,500000,95,"(227, 222, 210)",#e3ded2,"(42, 23%, 86%)","(17, 62, 56)",#113e38,"(171, 56%, 15%)"
335,Educational,3,3072,2.5,147.0,500000,95,"(223, 207, 186)",#dfcfba,"(34, 37%, 80%)","(15, 71, 78)",#0f474e,"(186, 68%, 18%)"
336,Educational,3,10761,4.0,49.0,100000,96,"(179, 195, 172)",#b3c3ac,"(101, 16%, 72%)","(31, 115, 136)",#1f7388,"(192, 63%, 33%)"
337,Educational,3,10761,4.0,49.0,100000,96,"(207, 211, 163)",#cfd3a3,"(64, 35%, 73%)","(48, 134, 137)",#308689,"(182, 48%, 36%)"
338,Educational,3,3703,3.8,72.0,1000000,97,"(178, 164, 163)",#b2a4a3,"(4, 9%, 67%)","(38, 113, 114)",#267172,"(180, 50%, 30%)"
339,Educational,3,3703,3.8,72.0,1000000,97,"(65, 73, 81)",#414951,"(210, 11%, 28%)","(220, 124, 160)",#dc7ca0,"(337, 57%, 67%)"
340,Educational,3,23314,4.0,-1.0,5000000,98,"(216, 181, 212)",#d8b5d4,"(306, 31%, 78%)","(53, 90, 102)",#355a66,"(194, 32%, 30%)"
341,Educational,3,23314,4.0,-1.0,5000000,98,"(213, 183, 193)",#d5b7c1,"(340, 26%, 78%)","(56, 88, 92)",#38585c,"(186, 24%, 28%)"
342,Educational,3,2778,3.9,60.0,1000000,99,"(198, 177, 139)",#c6b18b,"(38, 34%, 66%)","(40, 123, 130)",#287b82,"(184, 53%, 33%)"
343,Educational,3,2778,3.9,60.0,1000000,99,"(230, 195, 33)",#e6c321,"(49, 80%, 52%)","(222, 75, 8)",#de4b08,"(18, 93%, 45%)"
344,Educational,3,380752,4.3,57.0,10000000,100,"(194, 186, 146)",#c2ba92,"(49, 28%, 67%)","(35, 110, 60)",#236e3c,"(140, 52%, 28%)"
345,Educational,3,380752,4.3,57.0,10000000,100,"(189, 191, 174)",#bdbfae,"(67, 12%, 72%)","(47, 114, 101)",#2f7265,"(168, 42%, 32%)"
346,Sports Games,3,1957032,4.3,101.0,10000000,1,"(76, 140, 120)",#4c8c78,"(161, 30%, 42%)","(210, 210, 198)",#d2d2c6,"(240, 12%, 80%)"
347,Sports Games,3,1957032,4.3,101.0,10000000,1,"(64, 106, 58)",#406a3a,"(112, 28%, 32%)","(212, 189, 166)",#d4bda6,"(29, 35%, 74%)"
348,Sports Games,12,20453510,4.4,66.0,500000000,2,"(53, 90, 112)",#355a70,"(202, 36%, 32%)","(198, 148, 124)",#c6947c,"(19, 39%, 63%)"
349,Sports Games,12,20453510,4.4,66.0,500000000,2,"(88, 27, 23)",#581b17,"(3, 59%, 22%)","(201, 47, 32)",#c92f20,"(5, 73%, 46%)"
350,Sports Games,3,299929,4.3,89.0,10000000,3,"(109, 149, 73)",#6d9549,"(91, 34%, 44%)","(213, 210, 206)",#d5d2ce,"(34, 8%, 82%)"
351,Sports Games,3,299929,4.3,89.0,10000000,3,"(153, 178, 138)",#99b28a,"(97, 21%, 62%)","(48, 78, 50)",#304e32,"(124, 24%, 25%)"
352,Sports Games,3,41439,4.3,172.0,1000000,4,"(64, 89, 101)",#405965,"(199, 22%, 32%)","(209, 195, 157)",#d1c39d,"(43, 36%, 72%)"
353,Sports Games,3,41439,4.3,172.0,1000000,4,"(65, 95, 115)",#415f73,"(204, 28%, 35%)","(219, 212, 185)",#dbd4b9,"(47, 32%, 79%)"
354,Sports Games,12,598164,4.3,97.0,10000000,5,"(72, 61, 61)",#483d3d,"(0, 8%, 26%)","(218, 177, 169)",#dab1a9,"(9, 40%, 76%)"
355,Sports Games,12,598164,4.3,97.0,10000000,5,"(36, 36, 53)",#242435,"(240, 19%, 17%)","(203, 78, 88)",#cb4e58,"(355, 55%, 55%)"
356,Sports Games,3,69240,4.0,87.0,1000000,6,"(95, 100, 85)",#5f6455,"(80, 8%, 36%)","(222, 212, 204)",#ded4cc,"(26, 21%, 84%)"
357,Sports Games,3,69240,4.0,87.0,1000000,6,"(79, 86, 59)",#4f563b,"(75, 19%, 28%)","(214, 191, 168)",#d6bfa8,"(29, 36%, 75%)"
358,Sports Games,3,159109,4.3,97.0,10000000,7,"(124, 131, 109)",#7c836d,"(79, 9%, 47%)","(47, 48, 73)",#2f3049,"(237, 22%, 24%)"
359,Sports Games,3,159109,4.3,97.0,10000000,7,"(104, 103, 97)",#686761,"(51, 3%, 39%)","(216, 217, 221)",#d8d9dd,"(228, 7%, 86%)"
360,Sports Games,3,191314,4.5,151.0,10000000,8,"(78, 109, 128)",#4e6d80,"(202, 24%, 40%)","(220, 176, 132)",#dcb084,"(29, 56%, 69%)"
361,Sports Games,3,191314,4.5,151.0,10000000,8,"(154, 104, 124)",#9a687c,"(336, 20%, 51%)","(47, 43, 77)",#2f2b4d,"(247, 28%, 24%)"
362,Sports Games,3,7070539,4.1,89.0,100000000,9,"(77, 79, 55)",#4d4f37,"(65, 18%, 26%)","(216, 125, 197)",#d87dc5,"(312, 54%, 67%)"
363,Sports Games,3,7070539,4.1,89.0,100000000,9,"(111, 152, 98)",#6f9862,"(105, 22%, 49%)","(220, 144, 229)",#dc90e5,"(293, 62%, 73%)"
364,Sports Games,3,39288,4.2,53.0,1000000,10,"(89, 133, 45)",#59852d,"(90, 49%, 35%)","(28, 24, 23)",#1c1817,"(12, 10%, 10%)"
365,Sports Games,3,39288,4.2,53.0,1000000,10,"(43, 49, 41)",#2b3129,"(105, 9%, 18%)","(191, 209, 206)",#bfd1ce,"(170, 16%, 78%)"
366,Sports Games,3,198748,4.1,89.0,10000000,11,"(89, 114, 110)",#59726e,"(170, 12%, 40%)","(216, 224, 229)",#d8e0e5,"(203, 20%, 87%)"
367,Sports Games,3,198748,4.1,89.0,10000000,11,"(66, 69, 59)",#42453b,"(77, 8%, 25%)","(201, 199, 188)",#c9c7bc,"(50, 11%, 76%)"
368,Sports Games,3,886553,4.2,150.0,10000000,12,"(85, 111, 168)",#556fa8,"(221, 33%, 50%)","(221, 206, 189)",#ddcebd,"(31, 32%, 80%)"
369,Sports Games,3,886553,4.2,150.0,10000000,12,"(193, 85, 65)",#c15541,"(9, 51%, 51%)","(60, 103, 108)",#3c676c,"(186, 28%, 33%)"
370,Sports Games,7,709461,4.4,85.0,10000000,13,"(49, 34, 51)",#312233,"(292, 20%, 17%)","(218, 179, 181)",#dab3b5,"(356, 35%, 78%)"
371,Sports Games,7,709461,4.4,85.0,10000000,13,"(55, 36, 60)",#37243c,"(287, 25%, 19%)","(197, 104, 91)",#c5685b,"(7, 48%, 56%)"
372,Sports Games,3,5841500,4.3,95.0,50000000,14,"(31, 54, 66)",#1f3642,"(200, 36%, 19%)","(216, 104, 61)",#d8683d,"(16, 67%, 54%)"
373,Sports Games,3,5841500,4.3,95.0,50000000,14,"(101, 99, 66)",#656342,"(56, 21%, 33%)","(148, 183, 92)",#94b75c,"(83, 39%, 54%)"
374,Sports Games,3,2337101,4.2,-1.0,50000000,15,"(76, 33, 35)",#4c2123,"(357, 39%, 21%)","(221, 140, 113)",#dd8c71,"(15, 61%, 65%)"
375,Sports Games,3,2337101,4.2,-1.0,50000000,15,"(43, 53, 87)",#2b3557,"(226, 34%, 25%)","(203, 170, 167)",#cbaaa7,"(4, 26%, 73%)"
376,Sports Games,3,753625,4.3,92.0,10000000,16,"(163, 200, 116)",#a3c874,"(86, 43%, 62%)","(171, 21, 42)",#ab152a,"(351, 78%, 38%)"
377,Sports Games,3,753625,4.3,92.0,10000000,16,"(181, 189, 131)",#b5bd83,"(68, 31%, 63%)","(165, 21, 39)",#a51527,"(352, 77%, 36%)"
378,Sports Games,3,163566,4.1,86.0,5000000,17,"(82, 166, 225)",#52a6e1,"(204, 70%, 60%)","(223, 198, 171)",#dfc6ab,"(31, 45%, 77%)"
379,Sports Games,3,163566,4.1,86.0,5000000,17,"(45, 84, 53)",#2d5435,"(132, 30%, 25%)","(219, 199, 161)",#dbc7a1,"(39, 45%, 75%)"
380,Sports Games,3,344387,4.5,122.0,5000000,18,"(172, 190, 131)",#acbe83,"(78, 31%, 63%)","(34, 49, 21)",#223115,"(92, 40%, 14%)"
381,Sports Games,3,344387,4.5,122.0,5000000,18,"(185, 202, 180)",#b9cab4,"(106, 17%, 75%)","(44, 73, 69)",#2c4945,"(171, 25%, 23%)"
382,Sports Games,3,128466,4.5,73.0,5000000,19,"(202, 186, 140)",#caba8c,"(44, 37%, 67%)","(50, 51, 47)",#32332f,"(75, 4%, 19%)"
383,Sports Games,3,128466,4.5,73.0,5000000,19,"(101, 79, 62)",#654f3e,"(26, 24%, 32%)","(223, 189, 133)",#dfbd85,"(37, 57%, 70%)"
384,Sports Games,3,527263,4.2,64.0,50000000,20,"(70, 152, 49)",#469831,"(107, 51%, 39%)","(215, 158, 68)",#d79e44,"(36, 65%, 55%)"
385,Sports Games,3,527263,4.2,64.0,50000000,20,"(154, 120, 75)",#9a784b,"(34, 34%, 45%)","(41, 31, 17)",#291f11,"(35, 41%, 11%)"
386,Sports Games,3,245031,4.7,13.0,1000000,21,"(77, 139, 41)",#4d8b29,"(97, 54%, 35%)","(207, 215, 183)",#cfd7b7,"(75, 28%, 78%)"
387,Sports Games,3,245031,4.7,13.0,1000000,21,"(57, 101, 204)",#3965cc,"(222, 59%, 51%)","(224, 157, 133)",#e09d85,"(15, 59%, 70%)"
388,Sports Games,3,4347052,4.6,103.0,50000000,22,"(110, 198, 180)",#6ec6b4,"(167, 44%, 60%)","(44, 55, 106)",#2c376a,"(229, 41%, 28%)"
389,Sports Games,3,4347052,4.6,103.0,50000000,22,"(109, 181, 145)",#6db591,"(150, 33%, 56%)","(215, 220, 197)",#d7dcc5,"(73, 25%, 82%)"
390,Sports Games,3,1483,3.9,218.0,100000,23,"(41, 65, 69)",#294145,"(188, 25%, 22%)","(205, 176, 138)",#cdb08a,"(34, 40%, 67%)"
391,Sports Games,3,1483,3.9,218.0,100000,23,"(58, 60, 91)",#3a3c5b,"(236, 22%, 28%)","(209, 173, 109)",#d1ad6d,"(38, 52%, 62%)"
392,Sports Games,7,76744,4.4,60.0,1000000,24,"(67, 98, 121)",#436279,"(205, 28%, 37%)","(215, 192, 178)",#d7c0b2,"(22, 32%, 77%)"
393,Sports Games,7,76744,4.4,60.0,1000000,24,"(61, 95, 135)",#3d5f87,"(212, 38%, 38%)","(206, 184, 177)",#ceb8b1,"(14, 23%, 75%)"
394,Sports Games,3,24197,4.3,101.0,1000000,25,"(83, 72, 73)",#534849,"(354, 7%, 30%)","(210, 200, 196)",#d2c8c4,"(17, 13%, 80%)"
395,Sports Games,3,24197,4.3,101.0,1000000,25,"(26, 41, 64)",#1a2940,"(216, 42%, 18%)","(197, 182, 195)",#c5b6c3,"(308, 11%, 74%)"
396,Sports Games,3,500819,3.9,39.0,10000000,26,"(33, 32, 31)",#21201f,"(30, 3%, 13%)","(211, 187, 158)",#d3bb9e,"(32, 38%, 72%)"
397,Sports Games,3,500819,3.9,39.0,10000000,26,"(30, 29, 39)",#1e1d27,"(245, 15%, 13%)","(204, 170, 148)",#ccaa94,"(23, 35%, 69%)"
398,Sports Games,3,214855,4.2,156.0,10000000,27,"(96, 166, 50)",#60a632,"(96, 54%, 42%)","(34, 33, 84)",#222154,"(241, 44%, 23%)"
399,Sports Games,3,214855,4.2,156.0,10000000,27,"(100, 167, 57)",#64a739,"(96, 49%, 44%)","(40, 35, 84)",#282354,"(246, 41%, 23%)"
400,Sports Games,3,1613797,4.0,100.0,50000000,28,"(80, 90, 73)",#505a49,"(95, 10%, 32%)","(211, 194, 142)",#d3c28e,"(45, 44%, 69%)"
401,Sports Games,3,1613797,4.0,100.0,50000000,28,"(74, 91, 85)",#4a5b55,"(158, 10%, 32%)","(217, 151, 108)",#d9976c,"(23, 59%, 64%)"
402,Sports Games,3,91850,4.3,48.0,1000000,29,"(164, 154, 85)",#a49a55,"(52, 32%, 49%)","(34, 53, 56)",#223538,"(188, 24%, 18%)"
403,Sports Games,3,91850,4.3,48.0,1000000,29,"(110, 138, 55)",#6e8a37,"(80, 43%, 38%)","(228, 223, 186)",#e4dfba,"(52, 44%, 81%)"
404,Sports Games,3,23938,4.2,93.0,500000,30,"(134, 193, 62)",#86c13e,"(87, 51%, 50%)","(165, 164, 232)",#a5a4e8,"(240, 60%, 78%)"
405,Sports Games,3,23938,4.2,93.0,500000,30,"(162, 171, 146)",#a2ab92,"(81, 13%, 62%)","(32, 98, 116)",#206274,"(192, 56%, 28%)"
406,Sports Games,3,70677,4.1,93.0,1000000,31,"(54, 45, 51)",#362d33,"(320, 9%, 19%)","(235, 206, 150)",#ebce96,"(39, 68%, 75%)"
407,Sports Games,3,70677,4.1,93.0,1000000,31,"(48, 33, 34)",#302122,"(356, 19%, 16%)","(220, 170, 134)",#dcaa86,"(25, 55%, 69%)"
408,Sports Games,3,212561,4.4,123.0,10000000,32,"(99, 96, 107)",#63606b,"(256, 5%, 40%)","(214, 172, 162)",#d6aca2,"(11, 39%, 74%)"
409,Sports Games,12,1373908,4.4,85.0,10000000,33,"(30, 72, 114)",#1e4872,"(210, 57%, 28%)","(194, 215, 229)",#c2d7e5,"(204, 40%, 83%)"
410,Sports Games,12,1373908,4.4,85.0,10000000,33,"(73, 106, 128)",#496a80,"(204, 27%, 39%)","(207, 207, 211)",#cfcfd3,"(240, 4%, 82%)"
411,Sports Games,3,2153408,4.3,383.0,50000000,34,"(126, 157, 71)",#7e9d47,"(81, 38%, 45%)","(25, 28, 33)",#191c21,"(217, 14%, 11%)"
412,Sports Games,3,2153408,4.3,383.0,50000000,34,"(120, 151, 55)",#789737,"(79, 47%, 40%)","(36, 38, 46)",#24262e,"(227, 12%, 16%)"
413,Sports Games,3,229704,4.5,129.0,5000000,35,"(35, 60, 101)",#233c65,"(217, 49%, 27%)","(217, 143, 186)",#d98fba,"(325, 49%, 71%)"
414,Sports Games,3,229704,4.5,129.0,5000000,35,"(25, 36, 70)",#192446,"(225, 47%, 19%)","(217, 131, 102)",#d98366,"(15, 60%, 63%)"
415,Sports Games,12,2914291,4.6,-1.0,10000000,36,"(56, 41, 43)",#38292b,"(352, 15%, 19%)","(216, 170, 115)",#d8aa73,"(32, 56%, 65%)"
416,Sports Games,12,2914291,4.6,-1.0,10000000,36,"(172, 63, 36)",#ac3f24,"(11, 65%, 41%)","(45, 13, 13)",#2d0d0d,"(0, 55%, 11%)"
417,Sports Games,3,68581,4.0,99.0,5000000,37,"(84, 96, 99)",#546063,"(192, 8%, 36%)","(212, 211, 191)",#d4d3bf,"(57, 20%, 79%)"
418,Sports Games,3,68581,4.0,99.0,5000000,37,"(64, 65, 56)",#404138,"(66, 7%, 24%)","(211, 173, 146)",#d3ad92,"(24, 42%, 70%)"
419,Sports Games,3,14637,4.5,86.0,500000,38,"(175, 161, 106)",#afa16a,"(47, 30%, 55%)","(31, 58, 82)",#1f3a52,"(208, 45%, 22%)"
420,Sports Games,3,14637,4.5,86.0,500000,38,"(181, 166, 163)",#b5a6a3,"(10, 11%, 67%)","(27, 52, 51)",#1b3433,"(177, 32%, 15%)"
421,Sports Games,3,37175,4.2,-1.0,100000,39,"(206, 169, 126)",#cea97e,"(32, 45%, 65%)","(49, 42, 55)",#312a37,"(272, 13%, 19%)"
422,Sports Games,3,37175,4.2,-1.0,100000,39,"(76, 34, 33)",#4c2221,"(1, 39%, 21%)","(215, 170, 144)",#d7aa90,"(21, 47%, 70%)"
423,Sports Games,3,80558,4.3,94.0,5000000,40,"(66, 51, 83)",#423353,"(268, 24%, 26%)","(220, 130, 163)",#dc82a3,"(338, 56%, 69%)"
424,Sports Games,3,80558,4.3,94.0,5000000,40,"(164, 105, 72)",#a46948,"(21, 39%, 46%)","(38, 44, 45)",#262c2d,"(188, 8%, 16%)"
425,Sports Games,3,1167537,4.3,64.0,50000000,41,"(186, 190, 179)",#babeb3,"(81, 8%, 72%)","(41, 64, 74)",#29404a,"(198, 28%, 23%)"
426,Sports Games,3,1167537,4.3,64.0,50000000,41,"(80, 90, 103)",#505a67,"(213, 13%, 36%)","(216, 203, 178)",#d8cbb2,"(39, 33%, 77%)"
427,Sports Games,3,40346,4.2,143.0,1000000,42,"(54, 44, 52)",#362c34,"(311, 10%, 19%)","(210, 169, 122)",#d2a97a,"(32, 49%, 65%)"
428,Sports Games,3,40346,4.2,143.0,1000000,42,"(84, 78, 71)",#544e47,"(32, 8%, 30%)","(212, 172, 119)",#d4ac77,"(34, 52%, 65%)"
429,Sports Games,3,1628591,4.3,64.0,100000000,43,"(146, 167, 129)",#92a781,"(93, 18%, 57%)","(34, 67, 76)",#22434c,"(192, 38%, 22%)"
430,Sports Games,3,1628591,4.3,64.0,100000000,43,"(115, 149, 70)",#739546,"(85, 36%, 43%)","(216, 215, 190)",#d8d7be,"(57, 25%, 80%)"
431,Sports Games,3,8460,4.1,109.0,500000,44,"(78, 104, 95)",#4e685f,"(159, 14%, 36%)","(206, 221, 222)",#ceddde,"(183, 20%, 84%)"
432,Sports Games,3,8460,4.1,109.0,500000,44,"(60, 81, 81)",#3c5151,"(180, 15%, 28%)","(216, 208, 196)",#d8d0c4,"(35, 20%, 81%)"
433,Sports Games,12,457180,4.1,86.0,10000000,45,"(76, 102, 105)",#4c6669,"(186, 16%, 35%)","(218, 211, 191)",#dad3bf,"(44, 27%, 80%)"
434,Sports Games,12,457180,4.1,86.0,10000000,45,"(68, 79, 84)",#444f54,"(198, 11%, 30%)","(213, 211, 172)",#d5d3ac,"(57, 33%, 75%)"
435,Sports Games,3,271919,4.5,78.0,10000000,46,"(188, 185, 154)",#bcb99a,"(54, 20%, 67%)","(43, 47, 45)",#2b2f2d,"(150, 4%, 18%)"
436,Sports Games,3,271919,4.5,78.0,10000000,46,"(72, 71, 78)",#48474e,"(248, 5%, 28%)","(213, 184, 164)",#d5b8a4,"(24, 37%, 74%)"
437,Sports Games,3,41727,4.3,156.0,1000000,47,"(210, 195, 115)",#d2c373,"(50, 51%, 64%)","(65, 125, 84)",#417d54,"(139, 32%, 37%)"
438,Sports Games,3,41727,4.3,156.0,1000000,47,"(91, 60, 152)",#5b3c98,"(260, 43%, 42%)","(227, 187, 161)",#e3bba1,"(23, 54%, 76%)"
439,Sports Games,7,9180,4.2,90.0,100000,49,"(148, 184, 146)",#94b892,"(116, 21%, 65%)","(41, 107, 71)",#296b47,"(147, 45%, 28%)"
440,Sports Games,7,9180,4.2,90.0,100000,49,"(144, 186, 136)",#90ba88,"(110, 27%, 63%)","(44, 92, 33)",#2c5c21,"(108, 47%, 25%)"
441,Sports Games,3,28633,4.2,89.0,1000000,50,"(219, 181, 144)",#dbb590,"(29, 51%, 71%)","(38, 39, 35)",#262723,"(75, 5%, 15%)"
442,Sports Games,3,28633,4.2,89.0,1000000,50,"(170, 81, 60)",#aa513c,"(11, 48%, 45%)","(30, 61, 104)",#1e3d68,"(214, 55%, 26%)"
443,Sports Games,3,24859,4.5,124.0,1000000,51,"(180, 144, 122)",#b4907a,"(22, 28%, 59%)","(50, 72, 79)",#32484f,"(194, 22%, 25%)"
444,Sports Games,3,24859,4.5,124.0,1000000,51,"(99, 133, 100)",#638564,"(121, 15%, 45%)","(227, 198, 157)",#e3c69d,"(35, 56%, 75%)"
445,Sports Games,3,25066,4.3,82.0,1000000,52,"(58, 58, 74)",#3a3a4a,"(240, 12%, 26%)","(217, 170, 154)",#d9aa9a,"(15, 45%, 73%)"
446,Sports Games,3,25066,4.3,82.0,1000000,52,"(53, 56, 69)",#353845,"(228, 13%, 24%)","(214, 183, 137)",#d6b789,"(35, 48%, 69%)"
447,Sports Games,3,1192,3.4,172.0,50000,53,"(59, 65, 79)",#3b414f,"(221, 14%, 27%)","(249, 227, 227)",#f9e3e3,"(0, 65%, 93%)"
448,Sports Games,3,1192,3.4,172.0,50000,53,"(205, 211, 208)",#cdd3d0,"(150, 6%, 82%)","(25, 38, 64)",#192640,"(219, 44%, 17%)"
449,Sports Games,3,5941,4.1,64.0,100000,54,"(55, 69, 68)",#374544,"(175, 11%, 24%)","(214, 168, 168)",#d6a8a8,"(0, 36%, 75%)"
450,Sports Games,3,5941,4.1,64.0,100000,54,"(56, 57, 83)",#383953,"(237, 19%, 27%)","(214, 153, 151)",#d69997,"(1, 43%, 72%)"
451,Sports Games,3,732413,4.2,94.0,50000000,55,"(82, 111, 59)",#526f3b,"(93, 31%, 33%)","(215, 210, 200)",#d7d2c8,"(39, 16%, 81%)"
452,Sports Games,3,732413,4.2,94.0,50000000,55,"(75, 104, 63)",#4b683f,"(102, 25%, 33%)","(221, 225, 220)",#dde1dc,"(108, 8%, 87%)"
453,Sports Games,3,356788,4.4,78.0,10000000,56,"(76, 106, 83)",#4c6a53,"(134, 16%, 36%)","(217, 187, 101)",#d9bb65,"(44, 60%, 62%)"
454,Sports Games,3,356788,4.4,78.0,10000000,56,"(66, 92, 109)",#425c6d,"(203, 25%, 34%)","(217, 205, 150)",#d9cd96,"(49, 47%, 72%)"
455,Sports Games,3,3226,4.6,37.0,100000,57,"(69, 71, 77)",#45474d,"(224, 5%, 28%)","(206, 156, 128)",#ce9c80,"(21, 44%, 65%)"
456,Sports Games,3,3226,4.6,37.0,100000,57,"(40, 73, 97)",#284961,"(205, 42%, 27%)","(222, 219, 213)",#dedbd5,"(39, 12%, 85%)"
457,Sports Games,16,130558,4.3,-1.0,5000000,58,"(44, 52, 73)",#2c3449,"(223, 25%, 23%)","(197, 150, 123)",#c5967b,"(21, 39%, 63%)"
458,Sports Games,16,130558,4.3,-1.0,5000000,58,"(62, 60, 99)",#3e3c63,"(243, 25%, 31%)","(193, 188, 214)",#c1bcd6,"(251, 24%, 79%)"
459,Sports Games,3,47781,4.0,101.0,1000000,59,"(204, 189, 194)",#ccbdc2,"(340, 13%, 77%)","(24, 33, 56)",#182138,"(223, 40%, 16%)"
460,Sports Games,3,47781,4.0,101.0,1000000,59,"(78, 66, 66)",#4e4242,"(0, 8%, 28%)","(221, 195, 156)",#ddc39c,"(35, 49%, 74%)"
461,Sports Games,3,6688929,4.2,95.0,100000000,60,"(72, 93, 60)",#485d3c,"(98, 22%, 30%)","(222, 213, 205)",#ded5cd,"(28, 20%, 84%)"
462,Sports Games,3,6688929,4.2,95.0,100000000,60,"(78, 89, 44)",#4e592c,"(74, 34%, 26%)","(212, 151, 138)",#d4978a,"(10, 46%, 69%)"
463,Sports Games,3,1011193,4.1,83.0,10000000,61,"(59, 79, 89)",#3b4f59,"(199, 20%, 28%)","(213, 207, 203)",#d5cfcb,"(24, 11%, 82%)"
464,Sports Games,3,1011193,4.1,83.0,10000000,61,"(57, 79, 24)",#394f18,"(83, 53%, 20%)","(133, 170, 49)",#85aa31,"(78, 55%, 43%)"
465,Sports Games,3,187973,4.3,95.0,5000000,62,"(91, 86, 79)",#5b564f,"(34, 7%, 33%)","(217, 202, 157)",#d9ca9d,"(45, 44%, 73%)"
466,Sports Games,3,187973,4.3,95.0,5000000,62,"(99, 108, 118)",#636c76,"(211, 9%, 43%)","(222, 209, 142)",#ded18e,"(50, 55%, 71%)"
467,Sports Games,3,9363,4.3,73.0,100000,63,"(45, 65, 78)",#2d414e,"(203, 27%, 24%)","(212, 188, 167)",#d4bca7,"(27, 34%, 74%)"
468,Sports Games,3,9363,4.3,73.0,100000,63,"(49, 66, 96)",#314260,"(218, 32%, 28%)","(207, 156, 165)",#cf9ca5,"(349, 35%, 71%)"
469,Sports Games,3,2186076,4.2,60.0,50000000,64,"(78, 140, 39)",#4e8c27,"(96, 56%, 35%)","(212, 195, 170)",#d4c3aa,"(35, 33%, 75%)"
470,Sports Games,3,2186076,4.2,60.0,50000000,64,"(31, 96, 23)",#1f6017,"(113, 61%, 23%)","(198, 150, 70)",#c69646,"(37, 53%, 53%)"
471,Sports Games,12,66732,4.0,92.0,5000000,65,"(73, 43, 39)",#492b27,"(7, 30%, 22%)","(210, 182, 166)",#d2b6a6,"(21, 33%, 74%)"
472,Sports Games,12,66732,4.0,92.0,5000000,65,"(183, 181, 181)",#b7b5b5,"(0, 1%, 71%)","(30, 26, 24)",#1e1a18,"(20, 11%, 11%)"
473,Sports Games,16,746,3.9,71.0,10000,66,"(84, 73, 78)",#54494e,"(332, 7%, 31%)","(215, 199, 181)",#d7c7b5,"(31, 30%, 78%)"
474,Sports Games,16,746,3.9,71.0,10000,66,"(82, 53, 45)",#52352d,"(12, 28%, 25%)","(229, 172, 139)",#e5ac8b,"(22, 63%, 72%)"
475,Sports Games,3,152074,4.0,34.0,5000000,67,"(75, 52, 59)",#4b343b,"(341, 18%, 25%)","(218, 196, 195)",#dac4c3,"(2, 24%, 81%)"
476,Sports Games,3,152074,4.0,34.0,5000000,67,"(96, 87, 101)",#605765,"(278, 7%, 37%)","(219, 209, 211)",#dbd1d3,"(348, 12%, 84%)"
477,Sports Games,3,66347,4.5,48.0,5000000,68,"(105, 158, 129)",#699e81,"(147, 21%, 52%)","(223, 214, 191)",#dfd6bf,"(43, 33%, 81%)"
478,Sports Games,3,66347,4.5,48.0,5000000,68,"(184, 153, 116)",#b89974,"(32, 32%, 59%)","(43, 71, 102)",#2b4766,"(211, 41%, 28%)"
479,Sports Games,3,31783,4.1,-1.0,1000000,69,"(239, 172, 33)",#efac21,"(40, 87%, 53%)","(44, 109, 124)",#2c6d7c,"(191, 48%, 33%)"
480,Sports Games,3,31783,4.1,-1.0,1000000,69,"(142, 197, 212)",#8ec5d4,"(192, 45%, 69%)","(108, 64, 131)",#6c4083,"(279, 34%, 38%)"
481,Sports Games,3,298989,4.2,85.0,10000000,70,"(184, 202, 224)",#b8cae0,"(213, 39%, 80%)","(43, 105, 145)",#2b6991,"(203, 54%, 37%)"
482,Sports Games,3,298989,4.2,85.0,10000000,70,"(178, 181, 189)",#b2b5bd,"(223, 8%, 72%)","(44, 57, 74)",#2c394a,"(214, 25%, 23%)"
